,SMILES,Parent_SMILES
148,C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]2CC[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C3,C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]2CC[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C3
149,Oc1c(O)cc2c(c1)OC1(O)COc3c(O)c(O)ccc3C21,Oc1cc2c(cc1O)C1c3ccc(O)c(O)c3OCC1(O)O2
150,C[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)NC1C(C)(C)SC1(C)C,C[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)NC1C(C)(C)SC1(C)C
151,OC[C@@H]1O[C@@H](O)[C@@H](O)[C@H](O)[C@H]1O,OC[C@@H]1O[C@@H](O)[C@@H](O)[C@H](O)[C@H]1O
152,CCN(CC)CCOC(=O)c1ccc(N)cc1Cl,CCN(CC)CCOC(=O)c1ccc(N)cc1Cl
153,CCC(C)C1NC(=O)C2CCCN2C1=O,CCC(C)C1NC(=O)C2CCCN2C1=O
154,O=[N+]([O-])c1ccc(S(=O)(=O)c2ccc(NS(=O)(=O)O)cc2)cc1,O=[N+]([O-])c1ccc(S(=O)(=O)c2ccc(NS(=O)(=O)O)cc2)cc1
155,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5
156,COc1c(O)cc2OC(c3ccc(O)c(O)c3)C(OC(C)=O)C(=O)c2c1O,COc1c(O)cc2c(c1O)C(=O)C(OC(C)=O)C(c1ccc(O)c(O)c1)O2
157,C[C@H](O)[C@@H](N)C(=O)O,C[C@H](O)[C@@H](N)C(=O)O
158,O=C(O)c1cc(=O)c2cc(OCC(O)COc3cccc4c3c(=O)cc(C(=O)O)o4)ccc2o1,O=C(O)c1cc(=O)c2cc(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)ccc2o1
159,CC(C)c1ccccc1NS(=O)(=O)O,CC(C)c1ccccc1NS(=O)(=O)O
160,O=C[C@H](O)[C@@H](O)[C@H](O)CO,O=C[C@H](O)[C@@H](O)[C@H](O)CO
161,CC1=CCC(C=NO)=CC1,CC1=CCC(C=NO)=CC1
162,CC1=CC=CCC1,CC1=CC=CCC1
163,COc1ccc(C2OCc3ccccc3S2)cc1S,COc1ccc(C2OCc3ccccc3S2)cc1S
164,CC(C)C(N)C(=O)O,CC(C)C(N)C(=O)O
165,OCC1OC(OC2(CCl)OC(CCl)C(O)C2O)C(O)C(O)C1Cl,OCC1OC(OC2(CCl)OC(CCl)C(O)C2O)C(O)C(O)C1Cl
166,COc1cc(C)nc(-n2nc(C)cc2OC)n1,COc1cc(C)nc(-n2nc(C)cc2OC)n1
167,CCC1(C2=CCCCC2)C(=O)NC(=O)N=C1O,CCC1(C2=CCCCC2)C(=O)NC(=O)N=C1O
168,COC(=O)C1O[C@H](OC2CC[C@]34C[C@@]35CC[C@@]3(C)[C@@H](C(C)[C@H]6CC=C(C)C(=O)O6)CC[C@@]3(C)[C@H]5CC[C@H]4[C@@]2(C)C(=O)O)C(O[C@H]2OC(CO)C(O)C(O)C2O)C(O)C1O,COC(=O)C1O[C@H](OC2CC[C@]34C[C@@]35CC[C@@]3(C)[C@@H](C(C)[C@H]6CC=C(C)C(=O)O6)CC[C@@]3(C)[C@H]5CC[C@H]4[C@@]2(C)C(=O)O)C(O[C@H]2OC(CO)C(O)C(O)C2O)C(O)C1O
169,OCC1OC(O[C@H]2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,OCC1OC(O[C@H]2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O
170,OCC1(OC2OC(CCl)C(Cl)C(O)C2O)OC(CCl)C(O)C1O,OCC1(OC2OC(CCl)C(Cl)C(O)C2O)OC(CCl)C(O)C1O
171,Oc1ccc(C2Oc3c(C4c5c(OC(c6ccc(O)cc6)C4O)c4c(cc5O)OC5(c6ccc(O)cc6)Oc6cc(O)cc(O)c6C4C5O)c(O)cc(O)c3CC2O)cc1,Oc1ccc(C2Oc3c(c(O)cc(O)c3C3c4c(O)cc5c(c4OC(c4ccc(O)cc4)C3O)C3c4c(O)cc(O)cc4OC(c4ccc(O)cc4)(O5)C3O)CC2O)cc1
172,OCC1OC(O[C@]2(CCl)OC(CO)C(Cl)C2O)C(O)C(O)C1O,OCC1OC(O[C@]2(CCl)OC(CO)C(Cl)C2O)C(O)C(O)C1O
173,C=CC(O)CC(=NOS(=O)(=O)O)SC1OC(CO)C(O)C(O)C1O,C=CC(O)CC(=NOS(=O)(=O)O)SC1OC(CO)C(O)C(O)C1O
174,OCC1OC(OC2C(O)OC(CO)C(O)C2O)C(O)C(O)C1O,OCC1OC(OC2C(O)OC(CO)C(O)C2O)C(O)C(O)C1O
175,CC(C)CCCCCCCC=CC(=O)O,CC(C)CCCCCCCC=CC(=O)O
176,NC(CC(=O)O)C(=O)NCCOc1ccccc1,NC(CC(=O)O)C(=O)NCCOc1ccccc1
177,OCC(O)[C@@H](O)[C@H](O)[C@H](O)CO,OCC(O)[C@@H](O)[C@H](O)[C@H](O)CO
178,OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O
179,CC1=CC[C@H](C(C)[C@H]2CC[C@@]3(C)[C@H]4CC[C@H]5[C@@](C)(C(=O)O)C(O[C@H]6OC(CO)C(O)C(O)C6O[C@H]6OC(CO)C(O)C(O)C6O)CC[C@@]56C[C@]46CC[C@@]23C)OC1=O,CC1=CC[C@H](C(C)[C@H]2CC[C@@]3(C)[C@H]4CC[C@@H]5[C@@]6(CCC(O[C@H]7OC(CO)C(O)C(O)C7O[C@H]7OC(CO)C(O)C(O)C7O)[C@]5(C)C(=O)O)C[C@]46CC[C@@]23C)OC1=O
180,N#Cc1ccc(N=C(NCC(=O)O)NC2CCCCCCC2)cn1,N#Cc1ccc(N=C(NCC(=O)O)NC2CCCCCCC2)cn1
181,OCC1OC(O[C@]2(CF)OC(CF)C(O)C2O)C(O)C(O)C1F,OCC1OC(O[C@]2(CF)OC(CF)C(O)C2O)C(O)C(O)C1F
182,COc1cc(O)c(CCC(C)(C)O)c(O)c1C(=O)C=Cc1ccc(O)cc1,COc1cc(O)c(CCC(C)(C)O)c(O)c1C(=O)C=Cc1ccc(O)cc1
183,C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]2CC[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C3,C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]2CC[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C3
184,CC(C)C(=O)C1=C(O)C2(O)C(CC3C(C)(C)C(C(C)(C)O)CC32O)C1=O,CC(C)C(=O)C1=C(O)C2(O)C(CC3C(C)(C)C(C(C)(C)O)CC32O)C1=O
185,O=S(=O)(O)NC1CCCC1,O=S(=O)(O)NC1CCCC1
186,CC1CC=C(C=NO)CC1,CC1CC=C(C=NO)CC1
187,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4C(=O)C[C@H](c5ccc(O)cc5)Oc4c3)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
188,CC1(C(=O)O)CCCC2(C)c3ccccc3C(C(=O)O)C12,CC1(C(=O)O)CCCC2(C)c3ccccc3C(C(=O)O)C12
189,OCC1OC(Oc2ccccc2)C(O)C(O)C1O,OCC1OC(Oc2ccccc2)C(O)C(O)C1O
190,CC1=CCOCC1,CC1=CCOCC1
191,CCCOC(=O)C(CO)NC(=O)C(N)CC(=O)O,CCCOC(=O)C(CO)NC(=O)C(N)CC(=O)O
192,CCC=CCC(=O)OCC,CCC=CCC(=O)OCC
193,C=C(C)C1CCC2(C)C(CC(OC3OCC(O)C(O)C3O)C3C(C(C)(O)CC=CC(C)(C)O)CCC32C)C1(C)CCC(=O)O,C=C(C)C1CCC2(C)C(CC(OC3OCC(O)C(O)C3O)C3C(C(C)(O)CC=CC(C)(C)O)CCC32C)C1(C)CCC(=O)O
194,CC(C)CC(NC(=O)C(C)N)C(=O)O,CC(C)CC(NC(=O)C(C)N)C(=O)O
195,CCCCCC(O)C(O)C=CC(O)CCCCCCCC(=O)O,CCCCCC(O)C(O)C=CC(O)CCCCCCCC(=O)O
196,O=C(C=Cc1ccc(O)cc1)c1ccc(O)cc1O,O=C(C=Cc1ccc(O)cc1)c1ccc(O)cc1O
197,CC(C)C(C(=O)O)S(=O)(=O)c1ccc(Cl)c(Cl)c1,CC(C)C(C(=O)O)S(=O)(=O)c1ccc(Cl)c(Cl)c1
198,NC(=O)c1c(Br)cc(Br)c(C=CC(=O)O)c1Br,NC(=O)c1c(Br)cc(Br)c(C=CC(=O)O)c1Br
199,CC(C)C(C)(C(=O)O)S(=O)(=O)c1ccccc1,CC(C)C(C)(C(=O)O)S(=O)(=O)c1ccccc1
200,CC(NC(=O)C(N)CC(=O)O)C(=O)NC(C)(C)C1CC1,CC(NC(=O)C(N)CC(=O)O)C(=O)NC(C)(C)C1CC1
201,COc1c(C=O)cc(OC)c(OC)c1,COc1cc(OC)c(OC)cc1C=O
202,CC=C(C)C=NO,CC=C(C)C=NO
203,C=C1C2CCC3C45COC(O)(C(O)C4C(C)(C)C=CC5=O)C3(C2)C1OC(C)=O,C=C1C2CCC3C45COC(O)(C(O)C4C(C)(C)C=CC5=O)C3(C2)C1OC(C)=O
204,N#Cc1ccc(NC(=O)NC(CC(=O)O)c2cnc3ccccc3c2)cc1,N#Cc1ccc(NC(=O)NC(CC(=O)O)c2cnc3ccccc3c2)cc1
205,CC1CCC2C(C)C3C(CC4C5CC=C6CC(OC7OC(CO)C(OC8OC(C)C(O)C(O)C8O)C(O)C7OC7OC(C)C(O)C(O)C7O)CCC6(C)C5CCC43C)N2C1,CC1CCC2C(C)C3C(CC4C5CC=C6CC(OC7OC(CO)C(OC8OC(C)C(O)C(O)C8O)C(O)C7OC7OC(C)C(O)C(O)C7O)CCC6(C)C5CCC43C)N2C1
206,CC1C(=O)C23C(O)C1CCC2C12COC3(O)C(O)C1C(C)(C)CCC2=O,CC1C(=O)C23C(O)C1CCC2C12COC3(O)C(O)C1C(C)(C)CCC2=O
207,CCCCCc1csc(NS(=O)(=O)O)n1,CCCCCc1csc(NS(=O)(=O)O)n1
208,C/C(C=O)=C\c1ccccc1,C/C(C=O)=C\c1ccccc1
209,CCC(C)C(=O)C1=C(O)C(O)(C(=O)C=CC(C)C)C(CC=C(C)C)C1=O,CCC(C)C(=O)C1=C(O)C(O)(C(=O)C=CC(C)C)C(CC=C(C)C)C1=O
210,CC1=CCC(C(=O)O)(S(=O)(=O)c2ccccc2)C(C)C1,CC1=CCC(C(=O)O)(S(=O)(=O)c2ccccc2)C(C)C1
211,OC[C@@H]1O[C@@H](O[C@@H]2[C@H](CO)O[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,OC[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O
212,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1
213,OCC(O)[C@@H](O)[C@H](O)[C@H](O)CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,OCC(O)[C@@H](O)[C@H](O)[C@H](O)CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
214,OC1OC[C@H](O)[C@H](O)[C@H]1O,OC1OC[C@H](O)[C@H](O)[C@H]1O
215,ON=CC1=CCC=CC1,ON=CC1=CCC=CC1
216,CCOc1ccccc1NS(=O)(=O)O,CCOc1ccccc1NS(=O)(=O)O
217,CC1OC(OC2C(Oc3cc(O)c4C(=O)CC(c5ccc(O)cc5)Oc4c3)OC(CO)C(O)C2O)C(O)C(O)C1O,CC1OC(OC2C(Oc3cc(O)c4c(c3)OC(c3ccc(O)cc3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O
218,OCC1OC(OCC2OC(O[C@]3(CO)OC(CO)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O,OCC1OC(OCC2OC(O[C@]3(CO)OC(CO)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O
219,Oc1cc(O)c2c(c1)O[C@H](c1cc(O)c(O)cc1)[C@@H](O)[C@@H]2c1c2O[C@H](c3cc(O)c(O)cc3)[C@@H](O)[C@H](c3c(O)cc(O)c4c3O[C@H](c3cc(O)c(O)cc3)[C@@H](O)C4)c2c(O)cc1O,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)[C@@H]2c1c(O)cc(O)c2c1O[C@H](c1ccc(O)c(O)c1)[C@@H](O)[C@@H]2c1c(O)cc(O)c2c1O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2
220,OC[C@]1(O)OC[C@@H](O)[C@H](O)[C@@H]1O,OC[C@]1(O)OC[C@@H](O)[C@H](O)[C@@H]1O
221,O=S(=O)(O)Nc1ccccc1Cc1ccccc1,O=S(=O)(O)Nc1ccccc1Cc1ccccc1
222,OC[C@H]1O[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1O,OC[C@H]1O[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1O
223,OC[C@@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,OC[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O
224,CC1=C2C3OC(=O)C(C)C3CCC2(C)C=CC1=O,CC1=C2C3OC(=O)C(C)C3CCC2(C)C=CC1=O
225,CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(OC7OCC(O)C(O)C7O)C6O)C(C)(C)C5CCC43C)C2C1,CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(OC7OCC(O)C(O)C7O)C6O)C(C)(C)C5CCC43C)C2C1
226,N#Cc1ccc(N=C(NCC(=O)O)NS(=O)(=O)C2CCCCC2)cc1,N#Cc1ccc(N=C(NCC(=O)O)NS(=O)(=O)C2CCCCC2)cc1
227,OC[C@H]1OC(O)[C@@H](O)[C@H](O)[C@H]1O,OC[C@H]1OC(O)[C@@H](O)[C@H](O)[C@H]1O
228,O=[N+]([O-])c1cc(F)ccc1NS(=O)(=O)O,O=[N+]([O-])c1cc(F)ccc1NS(=O)(=O)O
229,OCC(O)[C@H](O)[C@H](O)[C@H](O)CO,OCC(O)[C@H](O)[C@H](O)[C@H](O)CO
230,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)ccc12,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)ccc12
231,CC1(C)OC(=O)C=CC2(C)C1CC(=O)C1(C)C2CCC2(C)C(c3cocc3)OC(=O)C3OC321,CC1(C)OC(=O)C=CC2(C)C1CC(=O)C1(C)C2CCC2(C)C(c3ccoc3)OC(=O)C3OC321
232,COCC1CC=C(C=NO)C1,COCC1CC=C(C=NO)C1
233,C=C1C[C@@]23CCC4[C@@](C)(CCC[C@@]4(C)C(=O)OC4OC(CO)C(O)C(O)C4O)C2CC[C@@]1(OC1OC(CO)C(O)C(O)C1OC1OC(C)C(O)C(O)C1O)C3,C=C1C[C@@]23CCC4[C@@](C)(CCC[C@@]4(C)C(=O)OC4OC(CO)C(O)C(O)C4O)C2CC[C@@]1(OC1OC(CO)C(O)C(O)C1OC1OC(C)C(O)C(O)C1O)C3
234,OCC1OC(OC2C(CO)OC(CO)(OC3OC(CO)C(O)C(O)C3O)C2O)C(O)C(O)C1O,OCC1OC(OC2C(CO)OC(CO)(OC3OC(CO)C(O)C(O)C3O)C2O)C(O)C(O)C1O
235,COc1ccc(C2Cc3cccc(O)c3C(=O)O2)cc1OC,COc1ccc(C2Cc3cccc(O)c3C(=O)O2)cc1OC
236,CCc1cccc(NS(=O)(=O)O)n1,CCc1cccc(NS(=O)(=O)O)n1
237,COCC1CC=C(C=NO)CC1,COCC1CC=C(C=NO)CC1
238,Cc1cccc(C)c1NC(=O)C[N+](C)(C)CCCCCCl,Cc1cccc(C)c1NC(=O)C[N+](C)(C)CCCCCCl
239,CCSc1nnc(NS(=O)(=O)O)s1,CCSc1nnc(NS(=O)(=O)O)s1
240,O=C1C(=Cc2ccco2)C(CO)[n+]2cc([O-])c(Cc3ccco3)c(CO)c12,O=C1C(=Cc2ccco2)C(CO)[n+]2cc([O-])c(Cc3ccco3)c(CO)c21
241,CC(C)CC(=O)c1c(O)c(C2OC(CO)C(O)C(O)C2O)c(O)c(C2OC(CO)C(O)C(O)C2O)c1O,CC(C)CC(=O)c1c(O)c(C2OC(CO)C(O)C(O)C2O)c(O)c(C2OC(CO)C(O)C(O)C2O)c1O
242,CNCC(O)c1cccc(O)c1,CNCC(O)c1cccc(O)c1
243,O=C1C[C@@H](c2ccc(O)cc2)Oc2c1c(O)cc(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c2,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c21
244,N#Cc1ccc(NC(=O)NC(CC(=O)O)c2ccncc2)cc1,N#Cc1ccc(NC(=O)NC(CC(=O)O)c2ccncc2)cc1
245,OC[C@H]1O[C@H](OC[C@H]2OC(O)(CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@H](OC[C@H]2OC(O)(CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
246,COc1ccc(C2CC(=O)c3c(O)cc(OC4OC(CO)C(O)C(O)C4OC4OC(C)C(O)C(O)C4O)cc3O2)cc1O,COc1ccc(C2CC(=O)c3c(O)cc(OC4OC(CO)C(O)C(O)C4OC4OC(C)C(O)C(O)C4O)cc3O2)cc1O
247,CCCC(NC(=O)C(N)CC(=O)O)C(=O)OC,CCCC(NC(=O)C(N)CC(=O)O)C(=O)OC
248,CCC(C)C(=O)OC(C)C1(O)CCC2(O)C3CCC4CC(OC5CC(O)C(OC6CC(OC)C(OC7CC(OC)C(OC8CC(OC)C(OC9CC(OC)C(OC%10OC(CO)C(O)C(O)C%10O)C(C)O9)C(C)O8)C(C)O7)C(C)O6)C(C)O5)CCC4(C)C3CC(OC(C)=O)C12C,CCC(C)C(=O)OC(C)C1(O)CCC2(O)C3CCC4CC(OC5CC(O)C(OC6CC(OC)C(OC7CC(OC)C(OC8CC(OC)C(OC9CC(OC)C(OC%10OC(CO)C(O)C(O)C%10O)C(C)O9)C(C)O8)C(C)O7)C(C)O6)C(C)O5)CCC4(C)C3CC(OC(C)=O)C12C
249,CC(=O)C1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,CC(=O)C1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O
250,O=C(O)CNC(=Nc1cc(Cl)cc(Cl)c1)NCC1CCCCC1,O=C(O)CNC(=Nc1cc(Cl)cc(Cl)c1)NCC1CCCCC1
251,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1
252,CC(CCC1(O)OC2CC3C4CCC5CC(OC6OC(CO)C(OC7OC(C)C(O)C(O)C7O)C(O)C6O)CCC5(C)C4CCC3(C)C2C1C)COC1OC(CO)C(O)C(O)C1O,CC(CCC1(O)OC2CC3C4CCC5CC(OC6OC(CO)C(OC7OC(C)C(O)C(O)C7O)C(O)C6O)CCC5(C)C4CCC3(C)C2C1C)COC1OC(CO)C(O)C(O)C1O
253,CCCOC(=O)C=Cc1ccco1,CCCOC(=O)C=Cc1ccco1
254,CC1(C(=O)O)CCCC2c3ccccc3C(C(=O)O)C21,CC1(C(=O)O)CCCC2c3ccccc3C(C(=O)O)C21
255,CC(CCC(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C(C)(C)O)C1CCC2(C)C3CC=C4C(CCC(OC5OC(CO)C(OC6OC(CO)C(O)C(O)C6O)C(O)C5O)C4(C)C)C3(C)C(O)CC12C,CC(CCC(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C(C)(C)O)C1CCC2(C)C3CC=C4C(CCC(OC5OC(CO)C(OC6OC(CO)C(O)C(O)C6O)C(O)C5O)C4(C)C)C3(C)C(O)CC12C
256,COC1=CC(C)C2CC3OC(O)CC4C(C)=C(OC)C(=O)C(C2(C)C1=O)C34C,COC1=CC(C)C2CC3OC(O)CC4C(C)=C(OC)C(=O)C(C2(C)C1=O)C34C
257,N[C@@H](Cc1c[nH]cn1)C(=O)O,N[C@@H](Cc1c[nH]cn1)C(=O)O
258,C=C1C(=O)OC2C1CCC(C)C1(O)C=CC(=O)C21C,C=C1C(=O)OC2C1CCC(C)C1(O)C=CC(=O)C21C
259,COc1c(O)cc2c(c1)CCN(C)C2Cc1ccc(OC)c(OC)c1,COc1cc2c(cc1O)C(Cc1ccc(OC)c(OC)c1)N(C)CC2
260,N#C[C@H](O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)c1ccccc1,N#C[C@H](O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)c1ccccc1
261,CCOC(=O)C=Cc1ccccc1,CCOC(=O)C=Cc1ccccc1
262,CC(=O)OC1CC(=O)OC(C)(C)C2CC(=O)C3(C)C(CCC4(C)C(c5cocc5)OC(=O)C5OC543)C12C,CC(=O)OC1CC(=O)OC(C)(C)C2CC(=O)C3(C)C(CCC4(C)C(c5ccoc5)OC(=O)C5OC543)C12C
263,CCCCCCCCCCCCCc1nnc(NS(=O)(=O)O)s1,CCCCCCCCCCCCCc1nnc(NS(=O)(=O)O)s1
264,C=C(C(=O)O[C@H]1C/C(C)=C/CC/C(CO)=C/[C@H]2OC(=O)C(=C)[C@H]12)[C@H](O)CO,C=C1C(=O)O[C@@H]2/C=C(\CO)CC/C=C(\C)C[C@H](OC(=O)C(=C)[C@H](O)CO)[C@@H]12
265,O=C(O)C=Cc1ccccc1OC1OC(CO)C(O)C(O)C1O,O=C(O)C=Cc1ccccc1OC1OC(CO)C(O)C(O)C1O
266,COc1ccc2c(c1)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43,COc1ccc2c(c1)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43
267,OC[C@@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O,OC[C@@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O
268,CC(C)(OCC(=O)O)C1CC=C(C=NO)CC1,CC(C)(OCC(=O)O)C1CC=C(C=NO)CC1
269,C[C@@H](C1CC[C@@H]2[C@H]3CC(=O)[C@@H]4C[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)CC[C@]4(C)[C@@H]3CC[C@]12C)[C@H]1CC[C@H](C)[C@@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)O1,C[C@@H]1O[C@@H](O[C@H]2O[C@@H]([C@@H](C)C3CC[C@@H]4[C@H]5CC(=O)[C@@H]6C[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O[C@@H]7O[C@@H](C)[C@H](O)[C@@H](O)[C@H]7O)CC[C@]6(C)[C@@H]5CC[C@]34C)CC[C@@H]2C)[C@H](O)[C@H](O)[C@H]1O
270,CC(C)c1cc2c(c(O)c1O)C13CCCC(C)(C)C1CC2OC3=O,CC(C)c1cc2c(c(O)c1O)C13CCCC(C)(C)C1CC2OC3=O
271,O=P(O)(O)OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,O=P(O)(O)OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O
272,CC(C)[C@@H]1NC(=O)[C@H](C)NC1=O,CC(C)[C@@H]1NC(=O)[C@H](C)NC1=O
273,O[C@H]1CO[C@@H](O)[C@H](O)[C@H]1O,O[C@@H]1[C@@H](O)[C@@H](O)CO[C@H]1O
274,C/C=C\c1ccc(OC(=O)Cc2ccccc2)c(OC)c1,C/C=C\c1ccc(OC(=O)Cc2ccccc2)c(OC)c1
275,COc1c(O)cc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O
276,CCC(C)C(=O)C1=C(O)C2(CC=C(C)C)CC3C(C)(C)CCC3(C1=O)C2=O,CCC(C)C(=O)C1=C(O)C2(CC=C(C)C)CC3C(C)(C)CCC3(C1=O)C2=O
277,CC(C)=CCC12CC3C(C)(C)CCC3(C(=O)C(C(=O)CC(C)C)=C1O)C2=O,CC(C)=CCC12CC3C(C)(C)CCC3(C(=O)C(C(=O)CC(C)C)=C1O)C2=O
278,CC1NC(=O)C(Cc2ccccc2)NC1=O,CC1NC(=O)C(Cc2ccccc2)NC1=O
279,COC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=N)Nc1ccc(C#N)cc1,COC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=N)Nc1ccc(C#N)cc1
